Rank	Coin Name	Symbol	 Price 	1h	24h	7d	30d	 24h Volume 	Circulating Supply	Total Supply	 Market Cap 
318	Nano	XNO	0.71	-0.014	-0.032	-0.033	0.098	$4,869,742.00	133248290	133 Million	$95,221,693.00
320	Merit Circle	MC	0.85	-0.01	0.027	0.155	0.824	$512,287.00	111382334	111 Million	$94,223,232.00
321	AllianceBlock Nexera	NXRA	0.12	-0.011	0.132	0.176	0.66	$2,153,613.00	791259050	850 Million	$93,099,291.00
323	Tenset	10SET	0.55	-0.024	-0.088	0.067	1.984	$207,584.00	167306761	167 Million	$92,159,113.00
324	Raydium	RAY	0.38	-0.009	0.078	-0.086	1.117	$25,429,912.00	242050954	555 Million	$91,726,336.00
325	Wrapped NXM	WNXM	41.94	0.006	0.05	0.053	0.311	$2,813,704.00	2184877	2.18 Million	$91,678,155.00
333	Verus Coin	VRSC	1.26	-0.005	-0.011	-0.046	0.9	$2,186.00	69350413	83.5 Million	$88,269,185.00
335	Core	CORE	0.49	-0.007	-0.002	-0.03	0.278	$24,028,543.00	175369212	2.1 Billion	$86,575,679.00
338	Nakamoto Games	NAKA	1.3	-0.003	0.005	-0.001	0.756	$9,125,900.00	64984278	180 Million	$84,189,221.00
340	Kwenta	KWENTA	187.1	-0.011	0.079	0.616	1.961	$758,480.00	448411	784 Thousand	$83,855,025.00
344	Kinesis Silver	KAG	23.72	-0.004	-0.011	0.018	0.024	$148,557.00	3487963	∞	$82,752,060.00
345	OMG Network	OMG	0.59	0.006	-0.054	-0.13	0.227	$27,170,931.00	140245398	140 Million	$82,660,482.00
346	Hifi Finance	HIFI	0.77	0.006	-0.021	-0.005	0.522	$19,688,790.00	107696305	120 Million	$82,612,117.00
347	Wilder World	WILD	0.29	-0.004	0.012	-0.026	0.171	$539,086.00	278114681	500 Million	$81,539,807.00
349	Dynex	DNX	1.04	-0.004	-0.109	0.319	0.172	$2,853,573.00	77027607	77 Million	$79,961,900.00
358	Gods Unchained	GODS	0.3	-0.006	0.061	0.216	0.584	$4,823,417.00	253472222	500 Million	$77,240,254.00
361	Hunt	HUNT	0.39	-0.003	-0.047	-0.095	0.115	$5,812,178.00	198912688	199 Million	$76,749,477.00
363	Synapse	SYN	0.4	0.007	-0.036	-0.036	0.327	$7,423,155.00	190117589	185 Million	$76,120,783.00
369	Star Atlas DAO	POLIS	0.31	0.006	-0.064	-0.05	1.15	$626,176.00	236079069	360 Million	$73,607,245.00
372	Metadium	META	0.04	-0.004	-0.071	-0.025	0.307	$10,488,804.00	1703608720	2 Billion	$73,026,229.00
374	Shadow Token	SHDW	0.47	0.054	0.32	0.11	5.417	$955,916.00	153730630	169 Million	$72,120,594.00
379	Chromia	CHR	0.12	0.006	-0.062	0.009	0.275	$17,046,202.00	582296409	582 Million	$70,696,630.00
387	ChainX	PCX	0.15	0.018	-0.028	-0.122	0.531	$407,526.00	0	21 Million	$58,095,511.00
390	e-Radix	EXRD	0.06	0.021	0.076	0.323	0.383	$651,247.00	1225232895	1.23 Billion	$67,994,491.00
391	Badger	BADGER	3.41	0.006	-0.054	-0.077	0.514	$15,598,609.00	19930670	21 Million	$67,965,872.00
393	Gelato	GEL	0.3	0.014	0.114	0.086	0.389	$187,881.00	226693876	421 Million	$67,801,847.00
396	Veno Finance	VNO	0.16	0.006	0.026	0.017	0.339	$90,748.00	408775490	1.83 Billion	$66,692,358.00
398	Dusk	DUSK	0.16	0.006	-0.011	-0.145	0.366	$9,051,677.00	427614409	500 Million	$66,466,298.00
399	GameFi.org	GAFI	6.08	-0.008	-0.054	0.02	1.843	$284,755.00	10945063	15 Million	$66,358,686.00
403	Bifrost	BFC	0.05	-0.006	-0.018	0.035	-0.222	$1,636,487.00	1384675071	2.37 Billion	$65,435,353.00
404	World Mobile Token	WMT	0.13	-0.007	-0.026	-0.063	-0.014	$1,595,380.00	495061974	2 Billion	$65,029,496.00
406	Koinos	KOIN	1.9	-0.125	0.496	2.229	3.665	$5,872,850.00	33786925	34 Million	$64,582,133.00
407	Adventure Gold	AGLD	0.83	0.007	0.033	0.016	0.019	$39,560,499.00	77280001	77.3 Million	$64,496,633.00
410	Steem Dollars	SBD	5.04	-0.009	0.007	-0.009	0.568	$29,698,640.00	12612175	-	$63,528,541.00
411	Oasys	OAS	0.06	0.021	0.028	0.054	0.478	$1,089,221.00	1063518671	10 Billion	$63,194,324.00
413	Marblex	MBX	0.62	-0.005	-0.036	-0.087	0.049	$1,763,665.00	100151658	323 Million	$62,548,111.00
422	QANplatform	QANX	0.03	0.008	-0.08	0.076	0.257	$472,486.00	2267255629	3.33 Billion	$60,079,586.00
423	Games for a Living	GFAL	0.04	-0.008	-0.04	0.006	0.53	$1,756,623.00	1577601168	10 Billion	$60,010,922.00
424	BiLira	TRYB	0.03	-0.003	0.003	0.001	-0.028	$33,568.00	1746535242	1.75 Billion	$60,000,269.00
427	tBTC	TBTC	36,376.58	0.005	-0.016	0.011	0.178	$4,494,424.00	1621	1.62 Thousand	$58,955,992.00
433	Virtua	TVK	0.05	-0.006	0.025	-0.029	1.405	$17,066,121.00	1193878749	1.2 Billion	$58,000,404.00
437	Moonriver	MOVR	6.61	0.005	-0.134	0.078	0.711	$41,423,904.00	8578337	11.1 Million	$57,328,306.00
440	AIOZ Network	AIOZ	0.06	0.055	0.011	1.633	3.901	$3,525,292.00	991544442	1.05 Billion	$56,902,742.00
441	Gomining Token	GMT	0.13	0.013	0.035	0	0.238	$1,217,128.00	431489866	431 Million	$56,581,362.00
443	TRAC (Ordinals)	TRAC	2.68	0.01	-0.009	0.003	6.715	$651,320.00	21000000	21 Million	$56,271,494.00
444	EURC	EURC	1.09	0.007	-0.006	0.009	0.022	$1,943,556.00	51751154	51.8 Million	$56,233,691.00
445	Bounce	AUCTION	8.67	-0.003	-0.082	0.08	0.374	$7,555,897.00	6500020	7.64 Million	$56,220,973.00
446	Creditcoin	CTC	0.19	-0.005	-0.021	0.087	0.4	$26,057,123.00	300712767	600 Million	$56,065,281.00
450	Tectum	TET	11	-0.003	0.143	0.006	1.729	$1,407,491.00	5016444	10 Million	$55,159,390.00
453	LCX	LCX	0.07	0.128	0.774	0.544	0.711	$158,567.00	775032564	950 Million	$54,886,916.00
465	DexTools	DEXT	0.58	-0.009	0.001	-0.075	0.195	$314,026.00	89376532	132 Million	$51,610,026.00
466	Ankr Staked ETH	ANKRETH	2,301.48	0.006	0.023	0.008	0.222	$178,602.00	22375	22.4 Thousand	$51,381,522.00
467	Cortex	CTXC	0.24	0.028	0.245	0.606	0.977	$40,656,409.00	216667258	300 Million	$51,356,701.00
475	Acala	ACA	0.06	-0.012	-0.059	0.008	0.234	$14,792,690.00	828566666	1.03 Billion	$49,055,159.00
477	Router Protocol	ROUTE	3.58	0.011	-0.019	0.074	0.794	$1,842,371.00	13648149	20 Million	$48,810,698.00
478	TrueFi	TRU	0.05	0.01	0.008	-0.019	0.275	$5,578,944.00	1071203485	1.2 Billion	$48,480,784.00
479	Groestlcoin	GRS	0.58	0.012	-0.05	-0.005	0.263	$5,454,627.00	83862124	105 Million	$48,448,794.00
480	Everscale	EVER	0.02	0.044	-0.158	-0.07	-0.191	$445,357.00	1934499589	2.1 Billion	$48,187,352.00
482	Unizen	ZCX	0.08	0.009	-0.035	-0.128	0.47	$1,533,085.00	589097895	999 Million	$47,780,516.00
487	Shentu	CTK	0.47	0.006	-0.022	-0.089	0.068	$3,086,817.00	100465682	127 Million	$46,966,268.00
489	Meter Governance	MTRG	2.15	0.008	-0.063	0.014	0.368	$245,262.00	21810924	45.5 Million	$46,852,243.00
492	Arc	ARC	0.06	0.013	0.112	0.248	1.385	$1,288,263.00	835796619	995 Million	$46,102,804.00
493	Goldfinch	GFI	0.75	0.014	0.05	0.3	0.897	$507,629.00	61117727	114 Million	$45,984,705.00
500	World$tateCoin	W$C	0.05	0.033	0.007	-0.011	-0.208	$179,973.00	927499686	995 Million	$44,914,089.00
502	Dopex Rebate	RDPX	33.3	0.01	0.088	0.079	0.217	$105,554.00	1346594	2.1 Million	$44,800,644.00
506	Bficoin	BFIC	23.2	0.006	0.124	0.623	0.493	$607,498.00	1889774	21 Million	$43,841,140.00
509	LooksRare	LOOKS	0.08	0.046	0.098	0.01	0.338	$3,599,691.00	544846570	997 Million	$43,400,928.00
511	MUX Protocol	MCB	11.4	-0.004	0.001	0.049	0.122	$199,498.00	3803143	4.8 Million	$43,353,326.00
516	Perpetual Protocol	PERP	0.59	0.005	-0.028	-0.1	0.084	$5,844,715.00	72609864	150 Million	$42,865,230.00
530	Mdex (HECO)	MDX	0.04	0.015	-0.036	-0.056	0.051	$353,146.00	950246687	1.06 Billion	$41,221,385.00
532	ALEX Lab	ALEX	0.06	-0.006	0.049	0.146	0.235	$1,149,342.00	638100028	638 Million	$40,978,452.00
535	Aavegotchi	GHST	0.79	0.006	-0.028	-0.092	-0.005	$1,970,244.00	51157239	52.7 Million	$40,156,513.00
539	Altura	ALU	0.06	-0.012	-0.06	-0.171	0.722	$1,109,784.00	719755021	990 Million	$39,595,361.00
542	Alpha Quark	AQT	1.49	0.015	-0.021	-0.036	0.289	$3,799,643.00	26640785	30 Million	$39,399,290.00
551	Magic Internet Money	MIM	0.99	0.011	-0.016	-0.007	-0.01	$337,447.00	38963572	163 Million	$38,526,221.00
559	Celo Dollar	CUSD	0.99	0.009	-0.022	-0.004	-0.004	$207,538.00	37118395	37.1 Million	$37,029,742.00
563	0x Protocol	ZRX	0.39	-0.005	0.003	-0.274	0.801	$55,447,475.00	92825000	1.2 Billion	$36,529,946.00
566	DOLA	DOLA	1.03	0.013	0.028	0.03	0.032	$150,731.00	35393969	47.2 Million	$36,226,006.00
573	xSUSHI	XSUSHI	1.43	0.008	0.012	0.051	0.843	$45,947.00	24762739	24.8 Million	$35,486,434.00
577	Phoenix	PHB	0.76	0.011	-0.022	0.049	0.299	$8,098,099.00	46071392	46.1 Million	$34,888,295.00
578	Zenon	ZNN	3.35	-0.009	0.323	4.48	3.682	$542,433.00	10378024	10.4 Million	$34,782,563.00
585	Stride Staked Atom	STATOM	10.77	0.006	-0.001	-0.067	0.322	$14,971,808.00	3160112	3.16 Million	$34,044,207.00
586	JUNO	JUNO	0.43	-0.012	-0.06	-0.246	1.734	$244,217.00	79509431	106 Million	$33,938,988.00
587	Fulcrom	FUL	0.02	-0.004	0.01	-0.12	1.003	$37,967.00	1859559179	20 Billion	$33,756,539.00
592	Zano	ZANO	2.4	0.012	0.081	1.507	1.578	$54,915.00	13994615	∞	$33,196,112.00
594	Komodo	KMD	0.24	-0.004	-0.043	-0.043	0.085	$1,358,265.00	139054317	200 Million	$33,028,642.00
595	DeRace	DERC	0.29	-0.006	-0.014	0.256	0.855	$436,664.00	112920000	120 Million	$32,868,166.00
601	Vaiot	VAI	0.11	-0.01	-0.009	-0.072	1.103	$1,326,815.00	295857918	400 Million	$32,040,737.00
602	Alchemix	ALCX	15.76	0.011	-0.018	0.007	0.239	$4,084,339.00	2026995	2.78 Million	$31,937,492.00
603	Doge Killer	LEASH	296.74	0.007	0.008	-0.071	0.013	$1,435,595.00	107526	108 Thousand	$31,914,357.00
609	IRISnet	IRIS	0.02	0.011	-0.014	-0.075	0.086	$738,122.00	1550895659	1.99 Billion	$31,200,906.00
612	Quickswap [OLD]	QUICK	50.22	-0.004	-0.012	-0.082	0.141	$19,747.00	607000	1 Million	$30,651,059.00
615	ROACORE	ROA	0.27	-0.017	-0.038	-0.256	-0.026	$177,356,493.00	115046731	950 Million	$30,612,294.00
618	Biswap	BSW	0.08	0.007	-0.112	-0.023	0.327	$18,245,882.00	373032214	435 Million	$30,307,507.00
619	PIVX	PIVX	0.39	0.013	0.093	-0.183	0.971	$8,885,613.00	78140399	78.2 Million	$30,306,609.00
620	Banana Gun	BANANA	12.54	-0.018	0.046	-0.168	1.112	$750,013.00	2400000	10 Million	$30,120,935.00
621	Beefy	BIFI	374.92	-0.003	-0.026	-0.035	0.065	$1,046,998.00	80000	80 Thousand	$29,987,770.00
635	CargoX	CXO	0.17	-0.017	0.02	-0.036	-0.06	$106,536.00	167160148	215 Million	$28,905,142.00
637	Pluton	PLU	6.58	0.006	-0.015	-0.037	0.245	$240,631.00	4350183	20 Million	$28,539,212.00
642	Altered State Machine	ASTO	0.04	-0.016	-0.02	0.338	1.663	$1,056,968.00	732269679	2.38 Billion	$27,878,360.00
652	Frontier	FRONT	0.3	0.013	-0.027	-0.101	0.09	$11,804,461.00	87456250	90 Million	$26,606,710.00
655	Dopex	DPX	96.3	-0.004	-0.018	-0.111	0.173	$410,437.00	273284	500 Thousand	$26,245,574.00
658	Hydranet	HDN	0.16	0.008	0.157	0.378	0.888	$663,056.00	160640931	300 Million	$26,028,478.00
659	Epik Prime	EPIK	0.03	-0.016	0.3	0.926	5.089	$1,045,179.00	938567307	2 Billion	$25,739,788.00
666	Astroport	ASTRO	0.06	-0.003	0.003	-0.106	3.377	$165,978.00	406071317	1.1 Billion	$25,225,329.00
667	ParaSwap	PSP	0.03	0.005	-0.016	-0.004	0.405	$160,764.00	756331048	2 Billion	$25,190,053.00
678	Alephium	ALPH	0.45	0.038	0.148	1.069	1.558	$561,093.00	54447307	188 Million	$24,415,447.00
679	Planet IX	IXT	0.24	-0.003	-0.061	-0.299	2.113	$283,633.00	101610267	153 Million	$24,320,953.00
680	Big Time	BIGTIME	0.16	0.009	-0.002	-0.275	0.088	$18,041,844.00	152500000	5 Billion	$24,322,823.00
681	Sai	SAI	8.87	-0.006	-0.017	-0.094	0.033	$108.00	2725413	2.73 Million	$24,312,721.00
682	Wing Finance	WING	6.31	0.005	-0.075	-0.058	0.119	$3,963,505.00	3818035	4.94 Million	$24,176,831.00
685	APX	APX	0.05	-0.009	0.061	0.124	0.432	$1,465,905.00	434585698	4.02 Billion	$23,928,404.00
689	Elastos	ELA	1.11	0.009	-0.021	-0.045	-0.118	$421,829.00	21364395	-	$23,622,592.00
694	Opulous	OPUL	0.09	-0.005	-0.023	0.074	0.804	$932,659.00	259282432	500 Million	$23,442,115.00
695	Hegic	HEGIC	0.02	0.048	0.319	0.352	0.679	$589,456.00	1077684725	1.08 Billion	$23,256,825.00
696	Lybra	LBR	1.24	-0.006	0.063	-0.141	0.313	$2,044,864.00	18808594	45.4 Million	$23,188,157.00
704	flexUSD	FLEXUSD	0.14	0.007	-0.041	-0.075	-0.051	$4.43	166350245	166 Million	$22,550,708.00
709	Tranchess	CHESS	0.16	0.011	-0.068	0.001	0.296	$12,083,419.00	138869649	300 Million	$22,162,398.00
715	Shiba Saga	SHIA	0.08	-0.004	0.085	-0.107	0.378	$509,258.00	280080209	2 Billion	$21,723,434.00
716	cUNI	CUNI	0.11	-0.015	0.107	0.049	0.303	$767,095.00	190908265	191 Million	$21,670,281.00
737	Ferrum Network	FRM	0.08	0.025	-0.003	0.868	2.124	$640,126.00	254818018	597 Million	$20,703,359.00
739	ParagonsDAO	PDT	0.16	0.016	0.154	0.204	1.102	$314,307.00	124204333	163 Million	$20,535,521.00
742	HAVAH	HVH	0.02	-0.003	-0.023	-0.049	-0.141	$224,455.00	941132398	5.11 Billion	$20,204,360.00
743	Swarm	BZZ	0.32	0.01	0.08	0.062	0.052	$940,171.00	62444798	62.4 Million	$20,150,862.00
748	Castello Coin	CAST	0.1	0.006	-0.01	-0.044	0.003	$101,698.00	196245174	440 Million	$19,818,338.00
750	Vectorspace AI	VXV	0.53	0.019	0.01	0.184	1.307	$181,272.00	37971940	50 Million	$19,785,305.00
751	Dust Protocol	DUST	0.59	0.019	-0.091	0.02	0.084	$167,735.00	33297819	33.3 Million	$19,667,563.00
753	Manifold Finance	FOLD	11.42	0.01	0.016	-0.133	-0.027	$51,208.00	1695554	2 Million	$19,346,667.00
756	chrono.tech	TIME	26.78	0.042	-0.02	0.504	0.875	$3,886,358.00	710113	710 Thousand	$19,082,021.00
761	Alpine F1 Team Fan Token	ALPINE	1.67	-0.005	-0.069	-0.072	0.047	$2,324,966.00	11360000	40 Million	$19,019,088.00
763	OctaSpace	OCTA	0.78	-0.019	0.137	0.57	0.502	$715,931.00	24323349	24.3 Million	$18,863,235.00
765	Streamr XDATA	XDATA	0.03	0.032	-0.022	-0.015	0.084	$3,871.00	697152733	987 Million	$18,857,507.00
767	Poolz Finance	POOLX	3.96	0.011	-0.012	-0.038	0.781	$1,112,252.00	4753607	5.5 Million	$18,793,919.00
768	ONBUFF	ONIT	0.02	-0.009	-0.02	-0.033	-0.033	$581,870.00	770075466	770 Million	$18,786,435.00
771	VeraOne	VRO	64.72	0.007	0.021	0.014	0.013	$23,384.00	289445	289 Thousand	$18,684,374.00
773	Velodrome Finance	VELO	0.05	0.007	0.004	-0.107	0.313	$1,726,210.00	392411927	1.32 Billion	$18,588,061.00
774	IX Swap	IXS	0.12	-0.006	0.311	1.383	9.158	$523,695.00	148778152	180 Million	$18,455,715.00
775	DXdao	DXD	787.28	0.005	0.014	0.006	0.178	$12,531.00	23470	149 Thousand	$18,452,146.00
778	Botto	BOTTO	0.42	0.005	0.051	0.228	2.044	$258,009.00	43028240	97.6 Million	$18,250,625.00
779	Indigo Protocol	INDY	2.16	-0.004	0.001	0.011	0.191	$134,179.00	8408239	35 Million	$18,208,332.00
781	GooseFX	GOFX	0.07	0.082	0.5	1.118	33.643	$125,384.00	279708787	699 Million	$18,129,101.00
785	Crust Network	CRU	0.63	-0.005	-0.001	-0.126	0.236	$727,637.00	28870890	30.1 Million	$18,042,670.00
787	RMRK	RMRK	1.88	0.005	0.011	-0.082	0.176	$244,960.00	9500000	10 Million	$17,755,494.00
789	Tokocrypto	TKO	0.24	-0.005	-0.074	-0.12	0.114	$4,152,328.00	75000000	500 Million	$17,633,635.00
793	Aladdin DAO	ALD	0.12	-0.003	-0.059	0.186	2.28	$125,026.00	145949760	146 Million	$17,443,112.00
800	KOMPETE	KOMPETE	0.03	0.005	-0.015	0.097	0.39	$66,277.00	676137487	851 Million	$17,113,575.00
804	MATH	MATH	0.1	0.077	-0.138	0.096	0.462	$1,474,295.00	171869862	200 Million	$16,998,915.00
811	AirSwap	AST	0.09	-0.003	-0.042	-0.093	0.109	$831,422.00	180102121	500 Million	$16,763,791.00
817	StrikeX	STRX	0.02	-0.003	-0.041	-0.136	-0.105	$13,733.00	802768054	887 Million	$16,525,325.00
820	Veloce	VEXT	0.41	0.007	0.04	0.134	-0.154	$3,421,842.00	40564794	46.2 Million	$16,484,451.00
821	Pangolin	PNG	0.08	-0.012	-0.008	-0.194	3.209	$714,372.00	194195778	538 Million	$16,478,777.00
822	Numbers Protocol	NUM	0.03	-0.012	0.069	0.453	0.713	$884,724.00	489923767	513 Million	$16,439,397.00
823	Hera Finance	HERA	4.36	-0.01	-0.006	-0.174	-0.15	$55,909.00	3766000	10 Million	$16,400,420.00
832	rETH2	RETH2	2,007.41	0.006	0.017	0.008	0.206	$994.00	7908	7.92 Thousand	$15,875,155.00
834	Kyber Network Crystal Legacy	KNCL	0.73	-0.019	-0.046	-0.116	0.244	$262,910.00	21485273	23.4 Million	$15,845,420.00
836	Hourglass	WAIT	0.16	-0.009	0.153	-0.036	0.846	$211,073.00	97959725	98 Million	$15,741,662.00
839	pNetwork	PNT	0.2	-0.025	0.046	0.305	0.612	$36,027,540.00	74408229	88 Million	$15,518,990.00
841	TENET	TENET	0.08	-0.006	0.011	-0.122	0.298	$1,653,139.00	184448451	1.2 Billion	$15,372,049.00
844	Xpense	XPE	0.73	0.016	0.325	5.06	19.61	$1,380,863.00	21075828	21.1 Million	$15,322,846.00
846	Colony	CLY	0.16	0.008	-0.02	0.766	2.435	$353,229.00	96153217	150 Million	$15,256,414.00
848	Shiden Network	SDN	0.24	-0.004	0.003	-0.096	0.371	$388,461.00	64192876	83.4 Million	$15,165,158.00
852	PlayZap	PZP	0.45	0.028	0.225	-0.064	1.23	$660,685.00	33357660	150 Million	$15,106,822.00
870	BSCPAD	BSCPAD	0.18	-0.006	-0.03	-0.068	0.856	$407,640.00	79211621	176 Million	$14,646,322.00
874	Bitrue Coin	BTR	0.05	-0.011	0	-0.125	0.598	$8,328,068.00	275953625	801 Million	$14,547,386.00
875	Inverse Finance	INV	33.95	0.006	0.031	0.119	0.052	$226,849.00	423218	480 Thousand	$14,348,633.00
878	Buying.com	BUY	0.02	-0.013	0.015	0.141	0.147	$361,960.00	614994216	987 Million	$14,336,069.00
879	Phantasma	SOUL	0.12	0.007	-0.024	-0.122	0.786	$178,738.00	122261300	122 Million	$14,277,864.00
882	blockbank	BBANK	0.04	-0.003	0.028	-0.207	0.946	$493,169.00	384399734	400 Million	$14,240,953.00
883	Rarible	RARI	1.24	-0.006	-0.009	-0.085	0.459	$520,639.00	11578870	25 Million	$14,221,365.00
884	Lazio Fan Token	LAZIO	1.75	0.005	-0.076	-0.077	0.042	$2,776,542.00	8062919	40 Million	$14,111,999.00
886	Propchain	PROPC	1.95	0.018	-0.004	0.074	0.284	$496,031.00	7217320	90 Million	$14,071,514.00
890	Mute	MUTE	0.35	0.01	-0.094	-0.019	0.215	$309,288.00	40000000	40 Million	$14,014,555.00
891	XDEFI	XDEFI	0.14	0.005	0.021	-0.148	2.838	$215,577.00	100616471	240 Million	$13,909,601.00
892	Stader BNBx	BNBX	248.33	-0.004	-0.095	-0.08	0.059	$1,224,640.00	55927	-	$13,888,660.00
898	Socean Staked Sol	SCNSOL	63.06	0.007	-0.025	-0.098	0.858	$38,591.00	218184	668 Thousand	$13,737,442.00
903	PinkSale	PINKSALE	136.46	-0.005	-0.022	-0.083	0.076	$20.34	100000	100 Thousand	$13,646,093.00
914	Tornado Cash	TORN	3.53	-0.014	-0.037	-0.033	0.177	$1,460,169.00	3784814	10 Million	$13,374,427.00
915	Somnium Space CUBEs	CUBE	0.9	-0.003	0.002	-0.019	0.264	$21,820.00	14842905	40.1 Million	$13,360,948.00
916	sBTC	SBTC	36,504.84	0.006	-0.004	-0.012	0.185	$1,103,130.00	363	. M	$13,242,091.00
918	Ellipsis [OLD]	EPS	0.02	-0.005	-0.083	-0.082	0.015	$4,100.00	698445817	724 Million	$13,233,978.00
924	r/CryptoCurrency Moons	MOON	0.16	0.029	-0.012	-0.429	3.582	$432,072.00	81235285	81.2 Million	$12,885,878.00
925	LimeWire	LMWR	0.27	-0.102	0.082	0.458	2.263	$2,559,442.00	48654993	911 Million	$12,882,633.00
927	Empyreal	EMP	42.77	-0.007	-0.021	-0.071	0.41	$333,182.00	300000	300 Thousand	$12,809,191.00
932	WINR Protocol	WINR	0.06	0.045	0.043	-0.285	0.359	$840,378.00	201838618	229 Million	$12,687,780.00
934	BurgerCities	BURGER	0.38	0.005	-0.055	-0.076	0.125	$2,717,025.00	33259000	46.7 Million	$12,543,796.00
935	GameZone	GZONE	0.03	0.007	-0.108	-0.097	0.677	$55,393.00	419898874	420 Million	$12,494,734.00
936	Yoshi.exchange	YOSHI	0.04	-0.003	0.021	-0.027	0.154	$61,872.00	275435849	153 Million	$12,491,793.00
938	Wise	WISE	0.14	0.006	0.012	0.036	0.216	$25,265.00	87794417	543 Million	$12,460,711.00
944	LitLab Games	LITT	0.03	-0.023	0.033	1.915	7.979	$1,322,582.00	403842306	3 Billion	$12,224,613.00
945	AS Roma Fan Token	ASR	2.27	0.007	-0.053	-0.051	0.044	$1,118,161.00	5374420	10 Million	$12,181,011.00
949	Kleros	PNK	0.02	0.006	0.015	0.091	0.184	$147,999.00	724189581	765 Million	$12,050,643.00
951	Handshake	HNS	0.02	0.008	0.029	0.038	0.31	$72,648.00	617190168	2.04 Billion	$12,025,982.00
953	Fuse	FUSE	0.05	0.008	-0.033	-0.017	0.266	$805,019.00	242721421	360 Million	$11,936,672.00
955	SENATE	SENATE	0.12	-0.011	0.062	0.189	5.296	$427,616.00	97710712	192 Million	$11,832,391.00
961	Bitcoin Diamond	BCD	0.06	-0.007	-0.068	0.007	0.157	$45,109.00	188156898	210 Million	$11,589,458.00
964	Cap	CAP	115.36	0.014	0.033	0.049	0.369	$9,150.00	100000	100 Thousand	$11,517,129.00
966	Step Finance	STEP	0.03	0.008	-0.116	-0.143	0.465	$131,498.00	376595871	630 Million	$11,476,271.00
971	Presearch	PRE	0.03	-0.004	-0.04	0.009	0.135	$48,051.00	396578435	500 Million	$11,301,831.00
978	GET Protocol	GET	0.9	0.018	0.121	-0.096	0.019	$81,920.00	12521349	22.9 Million	$11,215,099.00
980	Cryptex Finance	CTX	2.14	-0.032	0.037	0.18	1.607	$247,112.00	5227082	10 Million	$11,195,583.00
1004	Index Cooperative	INDEX	1.57	-0.032	-0.066	0.206	0.782	$258,307.00	6726859	10 Million	$10,518,451.00
1007	UXD Stablecoin	UXD	1	0.018	-0.021	0.004	-0.001	$875,152.00	10353177	9 Million	$10,397,179.00
1015	Quantum Resistant Ledger	QRL	0.13	0.099	0.423	0.047	-0.029	$22,560.00	77669091	105 Million	$10,250,311.00
1017	Vela Token	VELA	0.72	-0.005	0.017	-0.003	0.365	$848,357.00	14110752	14.1 Million	$10,163,186.00
1023	Aventus	AVT	1.07	0.007	-0.015	0.089	0.535	$205,315.00	9412000	10.6 Million	$10,024,783.00
1028	Peercoin	PPC	0.35	0.033	-0.027	-0.126	-0.043	$16,947.00	28485805	27.2 Million	$9,892,429.00
1029	ALVA	AA	1,014.93	-0.02	0.016	-0.019	-0.043	$2,830,024.00	9880	19 Thousand	$9,842,369.00
1035	GulfCoin	GULF	0.06	-0.015	-0.004	-0.09	-0.1	$550,525.00	151042386	10 Billion	$9,711,275.00
1036	Decentral Games Governance	XDG	0.02	0.005	-0.049	-0.189	0.374	$5,099.00	439121239	439 Million	$9,679,302.00
1041	Rari Governance	RGT	0.86	0.238	0.206	0.193	0.266	$6,621.00	11255496	12.5 Million	$9,618,088.00
1042	Matrix AI Network	MAN	0.02	-0.007	0.12	0.43	0.717	$321,040.00	434538080	735 Million	$9,595,856.00
1043	AimBot	AIMBOT	9.62	-0.003	0.18	0.08	0.204	$208,900.00	1000000	1 Million	$9,577,123.00
1045	Symbiosis	SIS	0.18	-0.011	-0.039	-0.033	0.303	$7,765,159.00	52582215	99.7 Million	$9,547,680.00
1052	Blocksquare	BST	0.28	-0.007	0.003	0.056	0.351	$190,180.00	33948006	33.9 Million	$9,414,436.00
1058	GroveCoin	GRV	0.12	-0.029	-0.172	-0.267	0.277	$3,352,096.00	74940502	79.7 Million	$9,324,854.00
1060	Arcblock	ABT	0.09	-0.009	0.017	0.015	0.371	$121,598.00	98580000	186 Million	$9,218,955.00
1063	KRYLL	KRL	0.25	0.012	-0.016	0.029	0.167	$246,838.00	36517769	49.4 Million	$9,186,854.00
1068	Argentine Football Association Fan Token	ARG	0.77	-0.006	-0.031	-0.075	0.125	$218,868.00	11934289	20 Million	$9,132,644.00
1069	Comtech Gold	CGO	64.44	-0.003	-0.004	0.017	0.008	$677,503.00	141000	141 Thousand	$9,086,224.00
1079	GameSwift	GSWIFT	0.16	0.005	0.019	0.286	1.255	$358,348.00	56135745	1.4 Billion	$8,798,951.00
1086	Undead Blocks	UNDEAD	0.06	-0.004	0.043	0.015	0.148	$123,294.00	135000000	500 Million	$8,713,904.00
1087	Bazed Games	BAZED	0.11	0.134	0.316	0.21	0.558	$95,273.00	77700000	77.7 Million	$8,681,502.00
1091	Ion	ION	403.41	0.108	0.101	0.011	1.481	$14,034.00	21294	21.3 Thousand	$8,590,169.00
1092	HUSD	HUSD	0.05	0.012	-0.075	-0.076	-0.026	$10,297.00	187817005	188 Million	$8,549,135.00
1093	THORWallet DEX	TGT	0.02	0.009	0.106	-0.085	0.793	$121,939.00	384130896	834 Million	$8,529,598.00
1096	Aeternity	AE	0.02	-0.004	-0.051	-0.097	0.158	$669,210.00	419814062	536 Million	$8,518,674.00
